chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,start,end,word
0.3340341,0.09920466,0.0048020277,2.9600402e-05,1260.1298501270303,100156.42817266562,1444.2714233837828,102287.65714275923,2669.677734375,791039.4072532654,0.0769500732421875,0.0008022168185561895,1.9072413e-05,1.0925686e-05,1.9372103e-05,2.3751789e-05,[234.375],-540.3856,6106.799,120.83771,432.43423,-13.20101,423.64508,31.802296,799.75574,-13.48826,195.16846,-13.8454075,97.455185,-2.9259577,164.89087,-17.35102,31.863422,-7.031039,36.461952,-6.435913,126.26307,-0.18707973,54.39236,-6.838975,213.21071,0.22406244,79.40053,-7.7225866,55.45881,-0.105820775,48.287548,-1.1083683,27.186325,-0.7862966,40.021057,-3.0787408,31.895975,-6.372748,31.94635,-2.7219992,30.513231,922.wav,0.0,1.0,three
0.508476,0.08718399,0.0058059543,4.968005e-05,1871.2279065568018,254444.17680871696,1324.474280421913,132161.91785701775,3266.11328125,1023448.7056732178,0.182220458984375,0.0032356595620512962,1.7308688e-08,4.8470174e-06,-5.284813e-07,5.6833975e-05,[267.85714286],-451.7245,4033.5186,108.67289,1210.1025,-69.815674,1020.4982,38.659637,1210.0626,-17.195496,208.36674,-28.579931,185.18005,6.7895126,246.77892,-30.098557,239.51974,-5.1366005,201.37169,-9.302523,202.07698,-13.411606,27.6372,0.30635607,82.95977,-10.853441,52.286457,3.8300858,58.967144,-4.264822,176.82965,-6.3612175,57.034336,-0.3494188,84.91127,-1.8083684,28.472681,-6.466313,15.275437,6.4337416,21.252094,1534.wav,0.0,1.0,three
0.3971076,0.09212754,0.01187423,0.00016365762,2098.4667081376538,598551.5187288979,1489.7248754059096,96349.13776973216,3591.796875,1328884.1247558594,0.1945037841796875,0.01005546166561544,1.254138e-06,4.9964034e-05,1.7256619e-07,0.00017851862,[312.5],-466.2901,8517.007,72.40155,1163.1685,-35.997673,1016.7495,55.732407,3591.1926,-9.295675,358.79755,-26.315792,449.80243,1.099355,573.2229,-38.18396,517.7219,-7.702416,171.69473,-18.516079,515.0117,1.110069,236.32947,-1.8314404,139.48045,-10.917641,89.89073,4.737116,108.484085,-6.2629642,133.52145,-5.109296,41.486702,-2.448543,38.448418,-6.6540937,117.05965,-0.47491598,177.13521,-0.014393449,94.30142,1252.wav,0.0,1.0,three
0.42494676,0.08418838,0.009087935,0.00014458649,1736.7205726603372,661986.4245228838,1527.6186781558392,115105.10777118285,3294.189453125,1651808.202266693,0.1293182373046875,0.009053932270035148,1.6853928e-05,1.620978e-07,1.6570446e-05,0.00022907183,[312.5],-494.76703,12790.09,97.96307,1054.8792,-5.5843186,505.8309,50.769657,3209.7124,-0.17520136,295.65558,-19.611763,657.6008,3.4372392,565.32404,-24.71828,458.22992,-5.3268394,152.95045,-10.6851425,365.6606,-5.3093204,88.831055,1.8779953,61.647747,-12.617693,167.59644,0.582852,42.801186,2.3371108,48.409218,-2.7648797,65.66476,4.871412,49.127716,-5.29616,77.66982,-4.53777,68.323006,6.070032,29.738665,739.wav,0.0,1.0,three
0.6148703,0.08473905,0.007376682,1.1675376e-05,1004.763286415918,280299.45063273003,1324.2505514981851,63087.54263560231,2103.515625,1001129.150390625,0.02996826171875,0.0011147670447826385,-0.0016570442,2.2781349e-05,-1.7462897e-05,3.0717416e-05,[93.75],-518.01,6866.6963,120.3499,857.5867,-6.3963184,526.0565,72.52321,1880.1394,9.814452,424.5366,1.6101152,96.37387,25.180513,194.61157,-21.278076,475.102,3.0201588,135.707,-4.1051073,275.89847,-3.5156293,15.355782,6.489075,95.87933,-9.6118965,183.73132,8.743928,86.19021,3.1736674,47.91302,0.1225443,27.257238,7.1003923,35.367924,6.6604247,32.671497,-2.6866865,27.32635,6.6543493,22.612934,842.wav,0.0,1.0,three
0.5766996,0.10141609,0.010240292,0.00015768532,1802.3025123979014,140067.26259238558,1446.9200113570682,141289.08303170308,3267.822265625,649605.6914329529,0.1905975341796875,0.006961086532101035,-7.2828902e-06,1.5390488e-05,-1.3648346e-05,0.00021333741,[267.85714286],-410.34833,6463.954,102.28327,371.17065,-51.097824,1392.0049,41.994064,332.8828,-2.6016295,114.62162,-13.889244,103.76865,15.766311,264.4461,-26.630592,100.71341,7.563377,51.770126,-4.2529206,161.09766,-9.740585,45.491528,6.5987225,68.03644,-6.3608627,23.84393,0.56184804,25.873047,3.5529754,23.118824,-7.0629225,34.411858,2.6430426,72.24895,-3.8490229,9.564286,-7.238528,27.290653,3.6210804,19.452702,1468.wav,0.0,1.0,three
0.62322646,0.06762251,0.013240878,7.2652656e-05,1857.145162493001,21190.054447613562,1258.075041425985,18686.07835973258,3273.681640625,11735.856533050537,0.2175445556640625,0.0016030517872422934,1.4175318e-05,4.2739004e-05,4.1229352e-05,0.00013049204,[312.5],-318.915,1830.2456,140.73598,491.60004,-93.49923,935.38135,71.890686,181.48349,-13.093103,66.21234,-13.795774,37.79682,33.074368,68.661606,-35.73268,46.40741,12.167625,55.966305,-7.5465837,202.9693,-16.384153,14.707367,9.914893,143.68134,-20.204315,53.542877,5.5009127,22.803402,1.302055,97.92946,-6.968135,64.21401,8.167507,61.4058,-1.7378461,46.24968,-4.7165647,12.651545,8.954031,14.236719,1332.wav,0.0,1.0,three
0.5999636,0.06246136,0.0083400775,0.00014805942,1726.3048074560709,185700.45239108737,1556.3658690060988,121810.41053615446,3161.865234375,938641.4885520935,0.176513671875,0.004661932587623596,-3.4343998e-07,4.0929887e-08,-1.3643166e-05,0.00022213542,[208.33333333],-497.48502,17907.787,90.644775,701.4464,-19.546505,1024.2903,37.671043,712.19464,3.7017024,96.78824,-23.402788,184.81381,3.4760175,155.0455,-21.198154,189.44653,-7.692345,67.88354,-8.561558,114.429085,-7.674679,70.253105,-1.5231764,31.560501,-3.2794876,20.699192,-0.13925596,21.019629,1.4829875,14.850932,-6.365842,21.192295,-3.392316,27.289679,-2.6203651,24.318605,-7.4590225,16.463884,0.6318176,6.0880156,1454.wav,0.0,1.0,three
0.35690498,0.09878669,0.0077022794,0.00010611827,1547.4675038761698,621226.0795616428,1486.246350644395,163029.1962078785,2939.94140625,2061235.1894378662,0.1116790771484375,0.007553282892331481,2.364479e-06,1.7072807e-06,3.374354e-05,0.00014425951,[187.5],-510.36066,8050.779,103.22397,1422.259,8.258894,650.49524,34.609737,2403.314,-7.321041,648.6526,-2.3710074,127.72807,8.16907,432.21686,-12.617226,682.95135,-1.9173471,67.233826,-4.60828,329.36792,-1.990855,42.46633,-1.7075832,190.60109,0.117975116,71.57854,6.609163,43.500763,-4.6704073,271.99478,5.782184,108.70294,-2.3021028,29.308807,2.3656106,29.963997,-0.60831296,44.37397,6.122151,29.114101,659.wav,0.0,1.0,three
0.40235543,0.09707644,0.013230881,0.00020453395,1547.797751719354,415125.6066131551,1372.3343438944235,199421.85055334744,3007.080078125,1533105.3137779236,0.112030029296875,0.0034509291872382164,8.835037e-05,3.5812514e-05,1.1932306e-05,0.00023454208,[208.33333333],-388.7391,4129.676,123.553406,1243.3152,-28.323868,646.20276,38.679688,1111.5688,-10.726967,431.98553,-12.133511,116.41573,8.795271,430.13812,-27.11634,265.2694,1.9022372,154.24684,-2.0032797,279.51727,-10.968132,13.267723,-6.709448,107.34674,-11.566278,92.9734,3.9075108,87.85836,-9.496336,148.74199,-5.256525,52.96956,-1.3456919,63.84781,-2.403346,26.07888,-8.362024,23.573982,0.53537524,25.042,103.wav,0.0,1.0,three
0.4931849,0.0827826,0.008156708,7.9480276e-05,1649.1396597812436,991644.3928919602,1447.250277195792,158596.4655071956,2973.6328125,2269183.1588745117,0.10931396484375,0.010941427201032639,1.3775495e-07,2.771153e-06,2.1544967e-05,0.00013119195,[312.5],-482.8782,9820.89,108.22873,2243.5117,-0.8679187,679.21204,61.645535,3105.1125,6.071219,466.48026,-6.486201,326.08783,21.48024,744.19257,-19.063267,587.67017,-3.018436,157.33688,-2.5711403,267.00916,-7.301998,43.29767,2.7604063,93.29343,-8.510351,278.44513,2.8440738,59.402115,1.8586287,84.51373,0.12608078,57.897522,1.2223018,23.145502,5.062458,24.847868,-3.481062,41.90722,3.8769388,20.327967,1497.wav,0.0,1.0,three
0.57202965,0.11767697,0.008202027,8.307485e-05,1282.7536189599284,154577.98915357166,1597.710178568192,160457.16395265708,2958.740234375,1105172.0976829529,0.0504150390625,0.0016681849956512451,0.001333794,7.677149e-06,2.957313e-05,0.000120457385,[267.85714286],-480.48834,10035.766,104.7935,648.7961,-12.657715,641.21436,35.83114,590.3433,8.231987,42.319992,-4.827876,200.16216,13.496405,266.12573,-14.100764,202.5975,8.332939,58.298218,-1.8375653,170.76285,-2.1874733,30.76556,5.9454966,55.06151,-0.09182358,20.680239,3.4910114,16.979506,6.3822737,21.523987,-0.47709244,24.461235,2.5664124,39.37795,0.85049134,13.543501,-3.318026,31.492563,3.6916146,18.05004,1483.wav,0.0,1.0,three
0.62468517,0.081788264,0.003838844,1.9581365e-05,2557.3575103541525,898382.8004331503,2070.1880349057565,206879.49451671925,4990.478515625,2436755.120754242,0.16009521484375,0.012334343045949936,0.00010873735,2.6991227e-06,2.5314926e-05,2.8397504e-05,[312.5],-636.41284,28761.977,43.38744,1236.5289,18.684694,616.1411,62.46769,4552.518,11.424671,351.17865,4.0738187,174.92651,10.123937,327.44873,-19.067318,834.9448,-8.125753,259.15222,-6.09906,295.75443,-5.613933,84.87689,0.47378325,85.0406,-6.561224,214.09479,7.745551,106.198715,-3.046887,72.94183,1.6551759,32.305267,3.717369,23.292591,2.712778,8.041964,-4.2849126,52.70393,4.64172,25.416122,117.wav,0.0,1.0,three
0.5209384,0.06412066,0.0020892653,7.1413224e-06,1978.6120040048036,579688.5624448712,1721.3756624658072,70729.44224043174,3605.46875,1148307.8002929688,0.155303955078125,0.009709804318845272,2.6215204e-07,8.748368e-08,1.1130478e-06,1.1032637e-05,[312.5],-588.99744,9208.901,84.0447,1075.6664,-6.380102,494.97986,47.53437,2390.9492,0.66763043,330.19354,-9.151811,188.18034,14.157474,366.1135,-11.582821,389.83984,0.08943474,256.9546,-0.14535071,188.47925,-12.868174,60.160233,-2.5811155,69.098145,-13.939108,165.26079,-0.44815713,28.102808,1.7450906,50.803757,-1.7367771,37.44956,0.0133087635,20.496868,0.6219462,26.153242,-7.225625,19.167248,-0.17638817,16.771538,498.wav,0.0,1.0,three
0.45563033,0.076214425,0.0069773826,8.16791e-05,1975.3352384147233,805184.0985707233,1814.1888394015832,69970.81114283593,3805.6640625,1321536.0641479492,0.1389007568359375,0.012591376667842269,5.7876878e-06,1.800953e-08,8.670019e-06,0.00013317072,[312.5],-566.10754,20646.629,74.28441,1214.7932,19.133104,638.2285,50.900154,4039.7188,-0.54994965,432.015,-7.3441606,208.16556,3.1998165,450.9903,-22.440325,501.38974,-10.838915,136.83257,-7.8159127,164.4339,-9.685532,49.57828,-2.445593,83.66783,-9.607072,208.09863,2.656518,117.48982,-3.791318,71.38907,0.9504414,34.827744,0.8503115,25.971037,1.0203003,8.838997,-3.6756961,70.145775,3.3943784,38.07993,1118.wav,0.0,1.0,three
0.41674456,0.07428675,0.00459243,6.2689287e-06,1222.1550812667222,135519.97782333655,1281.2961837337289,148337.80944430074,2649.4140625,995093.3456420898,0.0703887939453125,0.00027221604250371456,7.709371e-05,4.267283e-06,1.3945945e-05,1.5831938e-05,[110.29411765],-458.40875,2420.6929,155.45969,1409.5769,-34.018425,1121.8319,53.066727,809.10706,1.2099707,116.88033,-15.172082,150.63,7.73876,138.5527,-26.553074,109.74164,-1.3882515,78.609116,1.5058563,81.09319,-9.714881,37.724033,3.6157715,49.512516,-12.795902,62.301304,4.0533233,88.68826,-2.3236306,99.58598,-9.754047,42.832935,3.3375826,19.9212,-3.5922117,52.945305,-11.054148,16.190714,4.2667923,42.6259,1124.wav,0.0,1.0,three
0.510817,0.1262155,0.009155847,7.632783e-05,1772.600577123777,899391.5237996448,1548.8352794687403,123505.19266502981,3470.703125,1602878.5705566406,0.120391845703125,0.01263770367950201,0.0007342636,6.396514e-05,3.5769255e-05,5.5983193e-05,[312.5],-474.0474,3375.743,93.76369,1930.8136,-13.936371,1065.762,67.05172,1892.1298,-2.6942308,606.0741,2.3239837,110.73752,17.10884,488.9878,-26.650229,687.2261,7.1825743,167.42819,-6.2843237,432.5135,-3.1980674,15.743637,1.314894,304.20642,-4.6099997,49.59032,9.274445,77.57554,-4.8873672,349.11273,6.182137,143.2304,-0.08809358,65.83946,1.1394327,25.483202,-1.7608793,36.390026,8.995371,11.472255,1642.wav,0.0,1.0,three
0.48306045,0.08874077,0.008333892,6.065971e-05,1350.856912020918,347152.21278521116,1296.0458325984164,193589.49839532844,2713.134765625,1459458.2915306091,0.0942535400390625,0.0014670861419290304,1.8574097e-05,2.7329403e-05,0.00012419095,5.6790057e-05,[208.33333333],-416.75668,3799.108,145.91812,1999.6843,-27.227436,1094.3665,49.57321,1249.9172,-2.8036609,245.38667,-8.488815,145.60828,16.674654,302.49548,-16.674974,348.36478,4.4982386,136.3135,-0.7852291,178.12987,-2.8248138,51.048523,7.247595,59.08042,-7.328336,45.740746,2.8098,102.35098,-0.45364732,132.77396,2.1483088,60.086296,2.014048,57.77047,3.745059,23.58032,-2.2226708,19.286537,6.725916,10.474661,329.wav,0.0,1.0,three
0.31149888,0.080206506,0.00838373,8.921109e-05,1211.570618432921,219057.9990732914,1501.7286724844714,240675.5780449506,2514.892578125,1996201.9324302673,0.0649261474609375,0.0011920256074517965,-1.0975244e-06,1.5550178e-05,-8.608982e-06,0.00011438176,[267.85714286],-467.01895,11598.495,128.3762,834.26025,2.474586,568.51587,19.75425,1000.39154,9.513234,40.366726,-8.037136,282.44928,1.8624961,182.98892,-17.378923,279.1886,-2.9400008,94.0941,-15.10655,91.082085,-7.303074,59.486202,-3.018698,19.926756,-4.9065976,21.978886,-3.7655072,39.89096,-1.3875644,16.096024,-4.557027,23.33084,-6.245318,16.950977,-2.4390268,23.243782,-4.4830713,50.83812,0.08130589,8.375211,467.wav,0.0,1.0,three
0.5899304,0.105629586,0.0066839554,5.244102e-05,1221.609410934006,132184.57801549783,1530.8545409298144,136211.122134781,2833.984375,986797.3327636719,0.0548095703125,0.001841709017753601,-0.0005735922,6.3634598e-06,1.8296265e-05,6.908591e-05,[267.85714286],-485.42072,8317.486,118.43204,397.54047,-17.537514,663.0473,40.85915,518.7904,10.222828,60.590355,-4.7350583,151.07422,15.368288,242.34946,-15.421504,187.27948,10.021351,66.5974,-1.1050315,181.9689,-2.890992,35.214523,7.0442767,58.253914,-1.653025,32.767525,3.2346117,22.801067,6.4084077,23.005703,-1.3262078,26.512867,3.9835167,33.778313,0.9418975,16.814644,-3.020203,21.707048,5.3141594,19.214842,473.wav,0.0,1.0,three
0.42517695,0.08372241,0.0076267486,5.9889775e-05,1215.9254206556498,184924.56892004516,1229.9508054666983,59763.01544602023,2427.978515625,500601.70888900757,0.0768585205078125,0.0008463391568511724,-4.414831e-06,4.2554e-05,-8.933084e-07,4.2113057e-05,[117.1875],-442.99994,4628.4385,149.48221,916.3014,-33.94129,196.13867,53.019997,713.79315,0.37734413,393.67883,-2.6086867,28.76802,18.950937,134.37947,-24.103737,215.13812,5.6932406,74.41488,-8.761184,261.04105,-6.8890595,28.721601,0.42439628,119.85983,-11.4483,15.900178,3.9563575,103.54008,-1.8745799,152.50436,-2.70927,91.84285,0.4371444,34.020218,-2.5955288,32.156364,-7.882432,33.139416,4.753067,24.364126,1859.wav,0.0,1.0,three
0.5305944,0.112935394,0.013521405,0.00026406825,1762.761773489266,183300.13295599088,1503.9455343237707,164288.81663452333,3304.443359375,887578.9046287537,0.1756744384765625,0.006973650073632598,-3.1374773e-05,6.821277e-05,-3.3784097e-05,0.0002548087,[267.85714286],-392.64233,6545.513,99.04485,473.22882,-39.923798,1336.1094,39.929222,465.2616,-0.79258657,135.72285,-13.626787,135.92215,13.461254,236.2269,-26.878517,125.88162,5.936103,55.355988,-7.3516574,147.15936,-9.302203,60.59577,4.0325394,60.65397,-5.9413886,20.623028,1.0953352,17.248854,4.357558,31.764652,-6.04408,41.787296,0.13381651,43.10845,-2.2501898,19.832916,-5.676857,24.707304,2.9865775,20.712822,472.wav,0.0,1.0,three
0.3467121,0.08649246,0.0067392606,4.1810978e-05,1231.02024934454,262919.7899888129,1230.6526191075445,74407.09422871794,2327.1484375,759898.1857299805,0.0755767822265625,0.001272048568353057,6.65652e-07,3.5389137e-05,3.0059932e-06,2.6652493e-05,[312.5],-465.45618,4490.2217,147.96405,1354.6593,-27.038502,216.8891,50.250126,1039.6201,-1.7651707,518.49146,-4.2071247,24.74675,16.236168,146.00078,-24.494549,317.09457,4.6770315,50.30211,-11.585377,244.13791,-8.290564,63.60348,-3.7309713,126.501785,-11.485575,33.239166,3.241663,136.15152,-4.305252,126.066414,-0.3364942,87.39496,-0.93001604,16.399792,-1.9497181,38.05929,-7.980262,44.811333,4.8131256,35.21017,1858.wav,0.0,1.0,three
0.5409351,0.07759446,0.006755403,7.294539e-05,1885.6181676063352,282420.5125941984,1353.8596881640838,131547.78466092434,3339.35546875,998054.2659759521,0.1880645751953125,0.003824816783890128,-2.9156393e-08,1.0221927e-06,1.015251e-06,0.00011073891,[312.5],-445.86682,5925.699,104.5301,1044.822,-61.68364,1038.1663,38.467773,1304.8833,-14.838967,224.18634,-22.922298,164.10089,11.242588,344.62177,-30.944168,253.50006,-4.7281637,112.42427,-2.4180899,184.54349,-11.918827,10.710531,1.3725967,93.81349,-11.18875,110.3997,3.2587492,33.69046,-2.0191114,128.91582,-6.2705603,29.625093,0.89579064,65.34914,-1.7766104,36.754375,-6.0469284,29.316284,6.22307,22.931675,314.wav,0.0,1.0,three
0.62239593,0.08311685,0.0065157413,1.6152824e-05,1965.489652994448,27351.300974359787,1271.0144751158255,35112.73730923806,3340.8203125,31344.41375732422,0.217437744140625,0.002566329203546047,-2.2596284e-06,8.436667e-06,-1.6909224e-05,2.6589301e-05,[144.23076923],-376.8001,1339.2383,133.89502,1073.6863,-98.046974,902.3609,66.35327,252.33934,-14.782614,38.893097,-14.280826,56.64234,29.64301,143.71933,-31.356977,149.0016,13.3165245,103.87047,-3.3320303,184.18712,-14.450783,37.604637,15.093544,90.200775,-16.376299,31.518385,4.3868294,27.254005,1.1830275,117.29698,-8.282366,64.99921,6.616619,69.95633,-2.8106012,15.824491,-3.4538577,9.660822,9.52692,9.414128,1694.wav,0.0,1.0,three
